doi,issue,journal.id,journal.title,title,type,volume,year,open_access_types
10.1007/s12237-017-0361-8,Suppl 1,jour.1295073,Chesapeake Science,Living Shorelines Support Nearshore Benthic Communities in Upper and Lower Chesapeake Bay,article,41,2018,Hybrid
10.1007/s12237-017-0250-1,Suppl 1,jour.1295073,Chesapeake Science,Land Use and Salinity Drive Changes in SAV Abundance and Community Composition,article,41,2018,Bronze
10.1007/s12237-017-0299-x,Suppl 1,jour.1295073,Chesapeake Science,Growth and Movements of Mummichogs (Fundulus heteroclitus) Along Armored and Vegetated Estuarine Shorelines,article,41,2018,Bronze
10.1029/2018jf004709,9,jour.1052082,Journal of Geophysical Research Earth Surface,"Response of Marine‐Terminating Glaciers to Forcing: Time Scales, Sensitivities, Instabilities, and Stochastic Dynamics",article,123,2018,"Green, Accepted"
10.1029/2018pa003408,9,jour.1300470,Paleoceanography and Paleoclimatology,Data Constraints on Glacial Atlantic Water Mass Geometry and Properties,article,33,2018,Hybrid
10.1111/eva.12639,8,jour.1039394,Evolutionary Applications,Population assignment and local adaptation along an isolation‐by‐distance gradient in Pacific cod (Gadus macrocephalus),article,11,2018,Pure Gold
10.1007/s12237-017-0303-5,Suppl 1,jour.1295073,Chesapeake Science,Effects of Local Watershed Land Use on Water Quality in Mid-Atlantic Coastal Bays and Subestuaries of the Chesapeake Bay,article,41,2018,Bronze
10.1016/j.scitotenv.2018.04.159,J. Hydrol. 526 2015,jour.1015499,The Science of The Total Environment,Understanding linkages between global climate indices and terrestrial water storage changes over Africa using GRACE products,article,635,2018,"Green, Submitted"
10.1007/s00382-017-3985-2,6-May,jour.1049631,Climate Dynamics,Three different downstream fates of the boreal-summer MJOs on their passages over the Maritime Continent,article,51,2018,Hybrid
10.1016/j.atmosres.2018.04.006,Environ. Sci. Technol. 42 12 2008,jour.1031343,Atmospheric Research,"Characteristics and temporal variations of organic and elemental carbon aerosols in a high–altitude, tropical Latin American megacity",article,210,2018,"Green, Submitted"
10.1016/j.biocon.2018.06.028,J. Mar. Biol. Assoc. U. K. 87 2007,jour.1081615,Biological Conservation,Long-term impact of the Deepwater Horizon oil spill on deep-sea corals detected after seven years of monitoring,article,225,2018,Hybrid
10.1007/s10021-017-0207-z,6,jour.1023054,Ecosystems,"Drivers of Sediment Accumulation and Nutrient Burial in Coastal Stormwater Detention Ponds, South Carolina, USA",article,21,2018,Hybrid
10.1007/s12237-017-0316-0,Suppl 1,jour.1295073,Chesapeake Science,In Situ Effects of Shoreline Type and Watershed Land Use on Submerged Aquatic Vegetation Habitat Quality in the Chesapeake and Mid-Atlantic Coastal Bays,article,41,2018,Bronze
10.1029/2017wr021788,9,jour.1081604,Water Resources Research,The Threat of Multi‐Year Drought in Western Amazonia,article,54,2018,Hybrid
10.1007/s12237-017-0288-0,Suppl 1,jour.1295073,Chesapeake Science,Effects of Local Shoreline and Subestuary Watershed Condition on Waterbird Community Integrity: Influences of Geospatial Scale and Season in the Chesapeake Bay,article,41,2018,Bronze
10.1002/ece3.4462,18,jour.1045551,Ecology and Evolution,Dermal mycobacteriosis and warming sea surface temperatures are associated with elevated mortality of striped bass in Chesapeake Bay,article,8,2018,Pure Gold
10.1029/2018wr022732,9,jour.1081604,Water Resources Research,A Diagnostic Framework for Understanding Climatology of Tails of Hourly Precipitation Extremes in the United States,article,54,2018,"Green, Published"
10.1111/risa.12991,9,jour.1092707,Risk Analysis,Tiered Approach to Resilience Assessment,article,38,2018,"Green, Submitted"
10.1029/2018jc014129,9,jour.1052083,Journal of Geophysical Research Oceans,Estimating Hypoxic Volume in the Chesapeake Bay Using Two Continuously Sampled Oxygen Profiles,article,123,2018,Hybrid
10.1002/tafs.10081,5,jour.1083163,Transactions of the American Fisheries Society,Distribution and Age Composition of Red Snapper across the Inner Continental Shelf of the North‐Central Gulf of Mexico,article,147,2018,Bronze
10.1007/s12237-017-0214-5,Suppl 1,jour.1295073,Chesapeake Science,"Shoreline Hardening Affects Nekton Biomass, Size Structure, and Taxonomic Diversity in Nearshore Waters, with Responses Mediated by Functional Species Groups",article,41,2018,Hybrid
10.1007/s00442-018-4183-6,1,jour.1009586,Oecologia,The effects of food stoichiometry and temperature on copepods are mediated by ontogeny,article,188,2018,Hybrid
10.1007/s12237-017-0258-6,Suppl 1,jour.1295073,Chesapeake Science,"Impact of Armored Shorelines on Shore-Zone Fish Density in a Mid-Atlantic, USA, Estuary: Modulation by Hypoxia and Temperature",article,41,2018,Bronze
10.1175/jas-d-17-0179.1,9,jour.1136924,Journal of the Atmospheric Sciences,Axisymmetric Balance Dynamics of Tropical Cyclone Intensification and Its Breakdown Revisited,article,75,2018,"Green, Submitted"
10.1002/ecs2.2373,9,jour.1047660,Ecosphere,Estimating environmental suitability,article,9,2018,Pure Gold
10.1016/j.ocecoaman.2018.05.020,Nat. Clim. Change 3 2013,jour.1042461,Ocean & Coastal Management,Policy pivot in Puget Sound: Lessons learned from marine protected areas and tribally-led estuarine restoration,article,163,2018,"Green, Submitted"
10.1029/2018gc007708,9,jour.1052077,Geochemistry Geophysics Geosystems,"Chemical Variations in the 1998, 2011, and 2015 Lava Flows From Axial Seamount, Juan de Fuca Ridge: Cooling During Ascent, Lateral Transport, and Flow",article,19,2018,Hybrid
10.1029/2018jc014049,9,jour.1052083,Journal of Geophysical Research Oceans,The Interannual Variability of the Breakdown of Fall Stratification on the New Jersey Shelf,article,123,2018,"Green, Published"
10.1111/nyas.13917,1,jour.1002487,Annals of the New York Academy of Sciences,Pathways to resilience: adapting to sea level rise in Los Angeles,article,1427,2018,Hybrid
10.1111/gcb.14315,9,jour.1132303,Global Change Biology,"Signals of large scale climate drivers, hatchery enhancement, and marine factors in Yukon River Chinook salmon survival revealed with a Bayesian life history model",article,24,2018,Hybrid
10.1002/joc.5671,11,jour.1052080,International Journal of Climatology,Freezing degree‐day thresholds and Lake ice‐out dates: Understanding the role of El Niño conditions,article,38,2018,Bronze
10.1007/s12237-017-0331-1,Suppl 1,jour.1295073,Chesapeake Science,Impacts of Coastal Land Use and Shoreline Armoring on Estuarine Ecosystems: an Introduction to a Special Issue,article,41,2018,Hybrid
10.1002/ecs2.2408,9,jour.1047660,Ecosphere,Unnatural hypoxic regimes,article,9,2018,Pure Gold
10.1029/2018jc014195,9,jour.1052083,Journal of Geophysical Research Oceans,"Spatial and Temporal Variability of pCO2, Carbon Fluxes, and Saturation State on the West Florida Shelf",article,123,2018,Hybrid
10.1007/s10651-018-0410-x,3,jour.1358276,Environmental and Ecological Statistics,Correcting climate model simulations in Heihe River using the multivariate bias correction package,article,25,2018,Bronze
10.1029/2017jc013628,9,jour.1052083,Journal of Geophysical Research Oceans,The Unusual Surface Chlorophyll Signatures of Southern Ocean Eddies,article,123,2018,"Green, Accepted"
10.1139/juvs-2018-0002,3,jour.1150302,Journal of Unmanned Vehicle Systems,Performance of manned and unmanned aerial surveys to collect visual data and imagery for estimating arctic cetacean density and associated uncertainty1,article,6,2018,Hybrid
10.1002/joc.5561,11,jour.1052080,International Journal of Climatology,Pacific sea surface temperature related influences on North American monsoon precipitation within North American Regional Climate Change Assessment Program models,article,38,2018,Bronze
10.1002/lno.10924,5,jour.1126634,Limnology and Oceanography,Food depletion regulates the demography of invasive dreissenid mussels in a stratified lake,article,63,2018,Hybrid
10.1007/s12237-017-0289-z,Suppl 1,jour.1295073,Chesapeake Science,Spatial and Temporal Variation in Brackish Wetland Seedbanks: Implications for Wetland Restoration Following Phragmites Control,article,41,2018,Bronze
10.1029/2018wr022539,9,jour.1081604,Water Resources Research,Strange Floods: The Upper Tail of Flood Peaks in the United States,article,54,2018,"Green, Published"
10.1029/2018ea000379,9,jour.1148455,Earth and Space Science,Generation of GOES‐16 True Color Imagery without a Green Band,article,5,2018,Pure Gold
10.1088/1748-9326/aad8d0,9,jour.1137748,Environmental Research Letters,Climate change impacts on peak building cooling energy demand in a coastal megacity,article,13,2018,Pure Gold
10.3390/rs10091390,9,jour.1049580,Remote Sensing,Assessing the Resilience of Coastal Wetlands to Extreme Hydrologic Events Using Vegetation Indices: A Review,article,10,2018,Pure Gold
10.3390/rs10091367,9,jour.1049580,Remote Sensing,An Empirical Algorithm to Retrieve Significant Wave Height from Sentinel-1 Synthetic Aperture Radar Imagery Collected under Cyclonic Conditions,article,10,2018,Pure Gold
10.1029/2018gl079293,16,jour.1126650,Geophysical Research Letters,Global Search for Autumn‐Lead Sea Surface Salinity Predictors of Winter Precipitation in Southwestern United States,article,45,2018,"Green, Published"
10.1029/2018gl078465,16,jour.1126650,Geophysical Research Letters,Shifts in Precipitation Accumulation Extremes During the Warm Season Over the United States,article,45,2018,Hybrid
10.1126/science.aat6713,6404,jour.1346339,Science,Comment on “Tracking the global footprint of fisheries”,article,361,2018,Bronze
10.3390/rs10091336,9,jour.1049580,Remote Sensing,"Consistent Calibration of VIRR Reflective Solar Channels Onboard FY-3A, FY-3B, and FY-3C Using a Multisite Calibration Method",article,10,2018,Pure Gold
10.3389/fmars.2018.00258,,jour.1050424,Frontiers in Marine Science,Response of Sea Urchin Fitness Traits to Environmental Gradients Across the Southern California Oxygen Minimum Zone,article,5,2018,Pure Gold
10.3390/rs10091325,9,jour.1049580,Remote Sensing,HIRS Outgoing Longwave Radiation—Daily Climate Data Record: Application toward Identifying Tropical Subseasonal Variability,article,10,2018,Pure Gold
10.1155/2018/7169840,,jour.1139499,Advances in Meteorology,Spatiotemporal Variability and Trends in Extreme Temperature Events in Finland over the Recent Decades: Influence of Northern Hemisphere Teleconnection Patterns,article,2018,2018,Pure Gold
10.3390/rs10081306,8,jour.1049580,Remote Sensing,Fundamental Climate Data Records of Microwave Brightness Temperatures,article,10,2018,Pure Gold
10.1080/02508060.2018.1516093,6,jour.1137500,Water International,Future crop yields and water productivity changes for Nebraska rainfed and irrigated crops,article,43,2018,"Green, Published"
10.1371/journal.pone.0202545,8,jour.1037553,PLoS ONE,Parameter estimation using randomized phases in an integrated assessment model for Antarctic krill,article,13,2018,Pure Gold
10.5194/acp-18-11729-2018,16,jour.1033685,Atmospheric Chemistry and Physics,Toward resolving the budget discrepancy of ozone-depleting carbon tetrachloride (CCl4): an analysis of top-down emissions from China,article,18,2018,Pure Gold
10.5194/nhess-2018-224,,jour.1138431,Natural Hazards and Earth System Sciences Discussions,The Lituya Bay landslide-generated mega-tsunami. Numerical simulation and sensitivity analysis,article,,2018,Pure Gold
10.3389/fmicb.2018.01893,,jour.1044458,Frontiers in Microbiology,Comparative Genomic Analysis of Vibrio diabolicus and Six Taxonomic Synonyms: A First Look at the Distribution and Diversity of the Expanded Species,article,9,2018,Pure Gold
10.3389/fmars.2018.00283,,jour.1050424,Frontiers in Marine Science,Reconstructing Four Centuries of Temperature-Induced Coral Bleaching on the Great Barrier Reef,article,5,2018,Pure Gold
10.3390/rs10081292,8,jour.1049580,Remote Sensing,Symmetric Double-Eye Structure in Hurricane Bertha (2008) Imaged by SAR,article,10,2018,Pure Gold
10.5194/acp-18-11345-2018,15,jour.1033685,Atmospheric Chemistry and Physics,Size-resolved mixing state of black carbon in the Canadian high Arctic and implications for simulated direct radiative effect,article,18,2018,Pure Gold
10.1029/2018jd028911,15,jour.1126745,Journal of Geophysical Research Atmospheres,Comparison of Daytime Low‐Level Cloud Properties Derived From GOES and ARM SGP Measurements,article,123,2018,"Green, Accepted"
10.1093/icb/icy108,6,jour.1297450,Integrative and Comparative Biology,Patterns of Fish Reproduction at the Interface between Air and Water.,article,58,2018,Bronze
10.3390/rs10081256,8,jour.1049580,Remote Sensing,Contributions of Operational Satellites in Monitoring the Catastrophic Floodwaters Due to Hurricane Harvey,article,10,2018,Pure Gold
10.3389/feart.2018.00110,,jour.1144570,Frontiers in Earth Science,Extreme Precipitation Events in Summer in the Iberian Peninsula and Its Relationship With Atmospheric Rivers,article,6,2018,Pure Gold
10.1371/journal.pone.0201426,8,jour.1037553,PLoS ONE,Climate variability impacts on rice production in the Philippines,article,13,2018,Pure Gold
10.3390/atmos9080311,8,jour.1045241,Atmosphere,Post-Monsoon Season Precipitation Reduction over South Asia: Impacts of Anthropogenic Aerosols and Irrigation,article,9,2018,Pure Gold
10.7717/peerj.5332,,jour.1136887,PeerJ,Herbivore biocontrol and manual removal successfully reduce invasive macroalgae on coral reefs,article,6,2018,Pure Gold
10.5194/gmd-2018-156,,jour.1138595,Geoscientific Model Development Discussions,DCMIP2016: The Splitting Supercell Test Case,article,,2018,Bronze
10.3390/atmos9080305,8,jour.1045241,Atmosphere,Phytoplankton and Bacterial Response to Desert Dust Deposition in the Coastal Waters of the Southeastern Mediterranean Sea: A Four-Year In Situ Survey,article,9,2018,Pure Gold
10.3390/rs10081210,8,jour.1049580,Remote Sensing,A Long-Term Fine-Resolution Record of AVHRR Surface Temperatures for the Laurentian Great Lakes,article,10,2018,Pure Gold
10.1371/journal.pone.0200386,8,jour.1037553,PLoS ONE,Shipboard design and fabrication of custom 3D-printed soft robotic manipulators for the investigation of delicate deep-sea organisms,article,13,2018,Pure Gold
10.1242/jeb.179424,Pt 15,jour.1013500,Journal of Experimental Biology,Comparative feeding strategies and kinematics in phocid seals: suction without specialized skull morphology,article,221,2018,Bronze
